user_level,learning_goal,topic_code,subtopic_code,topic_level,quiz_type,quiz_score,avg_last_3_scores,previous_fails_same_topic,subtopic_order,preferred_topic_match,completed_interactive,needs_reinforcement
advanced,saving_money,savings,why_save,beginner,subtopic_quiz,96.4,100,0,1,1,1,0
advanced,general_improvement,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,96.2,75.8,0,2,1,1,0
beginner,saving_money,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,64.4,76.9,0,3,0,0,1
basic,increase_income,financial_planning,topic_final,intermediate,topic_final_quiz,57.5,51.6,0,5,1,1,1
basic,increase_income,credit_and_debt,topic_final,intermediate,topic_final_quiz,54.7,88.9,1,5,0,1,1
beginner,understand_banking,investments,risk_and_return,advanced,subtopic_quiz,30.8,18.3,2,2,1,0,1
intermediate,increase_income,credit_and_debt,topic_final,intermediate,topic_final_quiz,58.1,54.3,3,5,1,1,1
beginner,other,budgeting,topic_final,beginner,topic_final_quiz,53.3,54.0,2,5,0,1,1
intermediate,saving_money,investments,topic_final,advanced,topic_final_quiz,79.4,87.9,1,5,0,1,1
beginner,financial_planning,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,57.1,53.7,0,3,1,1,1
beginner,financial_planning,credit_and_debt,choose_credit,intermediate,subtopic_quiz,19.4,34.8,1,5,0,1,1
intermediate,control_spending,investments,topic_final,advanced,topic_final_quiz,73.7,48.8,1,5,1,0,1
beginner,understand_banking,credit_and_debt,interest_rate,intermediate,subtopic_quiz,59.7,49.2,0,2,1,1,1
intermediate,financial_planning,budgeting,topic_final,beginner,topic_final_quiz,74.9,94.7,0,5,1,1,0
advanced,saving_money,budgeting,expense_accounting,beginner,subtopic_quiz,100,100,1,3,1,1,0
advanced,general_improvement,credit_and_debt,topic_final,intermediate,topic_final_quiz,85.7,67.4,0,5,1,0,0
beginner,debt_management,financial_planning,topic_final,intermediate,topic_final_quiz,35.0,28.0,2,5,0,1,1
beginner,debt_management,investments,what_are_investments,advanced,subtopic_quiz,26.3,7.3,0,1,0,1,1
intermediate,control_spending,investments,simple_instruments,advanced,subtopic_quiz,66.7,53.9,1,4,0,0,1
advanced,increase_income,investments,topic_final,advanced,topic_final_quiz,71.7,100,0,5,1,1,0
beginner,financial_planning,savings,why_save,beginner,subtopic_quiz,55.1,70.3,3,1,1,1,1
beginner,control_spending,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,45.5,23.7,0,2,0,1,1
advanced,start_investing,investments,beginner_mistakes,advanced,subtopic_quiz,73.0,74.5,0,5,1,0,0
advanced,financial_planning,financial_planning,topic_final,intermediate,topic_final_quiz,84.2,79.6,0,5,1,1,0
beginner,debt_management,credit_and_debt,topic_final,intermediate,topic_final_quiz,47.4,47.0,1,5,1,1,1
beginner,debt_management,financial_planning,spending_priorities,intermediate,subtopic_quiz,18.7,9.3,2,3,0,1,1
advanced,control_spending,credit_and_debt,topic_final,intermediate,topic_final_quiz,75.1,68.5,0,5,0,1,0
beginner,control_spending,investments,beginner_mistakes,advanced,subtopic_quiz,61.5,65.2,1,5,0,1,1
beginner,control_spending,savings,why_save,beginner,subtopic_quiz,62.9,58.0,2,1,1,1,1
intermediate,control_spending,credit_and_debt,topic_final,intermediate,topic_final_quiz,48.3,48.8,1,5,0,1,1
advanced,control_spending,savings,interest_on_savings,beginner,subtopic_quiz,100,100,0,4,0,0,0
beginner,control_spending,budgeting,income_expenses,beginner,subtopic_quiz,41.6,45.1,1,1,1,1,1
advanced,saving_money,savings,saving_mistakes,beginner,subtopic_quiz,71.1,98.2,0,5,1,1,0
beginner,control_spending,investments,risk_and_return,advanced,subtopic_quiz,25.4,40.9,2,2,1,1,1
beginner,general_improvement,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,31.4,29.6,0,3,0,1,1
beginner,debt_management,investments,what_are_investments,advanced,subtopic_quiz,40.4,46.9,0,1,0,1,1
beginner,other,financial_planning,spending_priorities,intermediate,subtopic_quiz,37.9,43.8,1,3,0,0,1
intermediate,saving_money,credit_and_debt,interest_rate,intermediate,subtopic_quiz,78.2,81.6,2,2,1,1,0
advanced,start_investing,financial_planning,savings_plan,intermediate,subtopic_quiz,89.1,82.6,0,4,0,1,0
beginner,start_investing,investments,beginner_mistakes,advanced,subtopic_quiz,58.1,87.9,3,5,1,1,1
beginner,understand_banking,savings,topic_final,beginner,topic_final_quiz,56.7,47.3,2,5,1,1,1
basic,increase_income,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,60.6,60.9,1,4,0,1,1
beginner,saving_money,financial_planning,topic_final,intermediate,topic_final_quiz,36.6,33.1,1,5,0,0,1
basic,general_improvement,financial_planning,progress_control,intermediate,subtopic_quiz,77.1,87.6,0,5,1,1,0
advanced,control_spending,financial_planning,topic_final,intermediate,topic_final_quiz,99.2,100,0,5,0,1,0
intermediate,saving_money,credit_and_debt,credit_load,intermediate,subtopic_quiz,88.4,95.9,0,4,0,1,0
basic,saving_money,credit_and_debt,credit_load,intermediate,subtopic_quiz,65.7,77.6,1,4,1,1,1
intermediate,understand_banking,savings,topic_final,beginner,topic_final_quiz,51.7,47.0,0,5,1,0,1
beginner,general_improvement,savings,emergency_fund,beginner,subtopic_quiz,54.6,53.5,2,2,0,0,1
basic,debt_management,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,52.1,45.0,1,4,0,1,1
beginner,understand_banking,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,76.0,81.2,0,1,1,1,0
basic,general_improvement,savings,interest_on_savings,beginner,subtopic_quiz,57.8,64.4,1,4,0,1,1
intermediate,increase_income,investments,diversification,advanced,subtopic_quiz,51.1,50.7,1,3,1,1,1
beginner,control_spending,investments,what_are_investments,advanced,subtopic_quiz,49.3,40.9,2,1,0,1,1
intermediate,increase_income,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,94.8,95.4,0,3,0,0,0
intermediate,general_improvement,investments,diversification,advanced,subtopic_quiz,80.8,86.1,0,3,0,1,0
intermediate,control_spending,budgeting,budget_analysis,beginner,subtopic_quiz,80.4,61.8,1,5,1,1,1
intermediate,other,investments,risk_and_return,advanced,subtopic_quiz,58.3,63.7,0,2,1,1,1
intermediate,financial_planning,savings,how_to_save,beginner,subtopic_quiz,66.8,71.0,0,3,1,1,0
basic,saving_money,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,83.7,88.7,0,1,0,1,0
intermediate,debt_management,financial_planning,topic_final,intermediate,topic_final_quiz,44.6,80.2,0,5,0,1,1
beginner,debt_management,savings,interest_on_savings,beginner,subtopic_quiz,30.5,40.8,0,4,0,1,1
intermediate,saving_money,investments,simple_instruments,advanced,subtopic_quiz,49.5,44.3,0,4,1,1,1
intermediate,other,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,81.4,67.0,0,3,1,1,0
basic,increase_income,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,64.6,56.1,1,1,1,1,1
beginner,financial_planning,savings,interest_on_savings,beginner,subtopic_quiz,81.4,100,0,4,1,0,0
beginner,general_improvement,savings,emergency_fund,beginner,subtopic_quiz,65.0,69.5,1,2,0,1,1
intermediate,general_improvement,budgeting,income_expenses,beginner,subtopic_quiz,78.6,83.1,0,1,1,0,0
beginner,general_improvement,credit_and_debt,interest_rate,intermediate,subtopic_quiz,36.3,26.2,0,2,0,1,1
beginner,saving_money,budgeting,budget_analysis,beginner,subtopic_quiz,78.3,68.9,0,5,0,1,0
beginner,general_improvement,savings,interest_on_savings,beginner,subtopic_quiz,77.4,65.9,0,4,0,0,1
advanced,other,investments,risk_and_return,advanced,subtopic_quiz,83.3,63.7,0,2,1,1,0
intermediate,general_improvement,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,59.6,64.1,2,1,0,1,1
beginner,start_investing,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,61.3,72.9,0,2,0,1,1
intermediate,start_investing,financial_planning,spending_priorities,intermediate,subtopic_quiz,58.1,57.4,0,3,0,1,1
advanced,start_investing,savings,topic_final,beginner,topic_final_quiz,100,93.5,0,5,0,1,0
basic,start_investing,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,64.1,64.7,1,2,1,1,1
advanced,control_spending,investments,risk_and_return,advanced,subtopic_quiz,95.0,81.0,0,2,0,1,0
beginner,other,financial_planning,savings_plan,intermediate,subtopic_quiz,46.3,54.3,1,4,0,1,1
basic,financial_planning,savings,topic_final,beginner,topic_final_quiz,55.9,58.8,0,5,1,1,1
beginner,start_investing,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,20.0,20.6,1,2,0,1,1
basic,general_improvement,budgeting,income_expenses,beginner,subtopic_quiz,70.5,63.6,1,1,1,1,1
advanced,control_spending,investments,simple_instruments,advanced,subtopic_quiz,93.8,74.7,0,4,0,1,0
beginner,financial_planning,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,70.3,73.2,0,1,1,1,0
advanced,start_investing,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,83.0,80.6,0,1,1,1,0
intermediate,financial_planning,financial_planning,topic_final,intermediate,topic_final_quiz,81.8,77.4,0,5,1,1,0
advanced,start_investing,investments,topic_final,advanced,topic_final_quiz,56.6,48.1,1,5,1,0,1
advanced,debt_management,financial_planning,savings_plan,intermediate,subtopic_quiz,100,100,0,4,0,1,0
advanced,understand_banking,investments,beginner_mistakes,advanced,subtopic_quiz,100,91.0,2,5,0,1,0
basic,other,savings,topic_final,beginner,topic_final_quiz,100,80.7,0,5,0,1,0
basic,increase_income,savings,topic_final,beginner,topic_final_quiz,70.0,62.9,0,5,0,1,0
basic,understand_banking,budgeting,budget_analysis,beginner,subtopic_quiz,28.5,29.2,3,5,0,0,1
basic,general_improvement,budgeting,income_expenses,beginner,subtopic_quiz,63.2,59.1,0,1,1,1,1
beginner,other,budgeting,expense_accounting,beginner,subtopic_quiz,49.1,47.0,3,3,1,1,1
basic,other,savings,saving_mistakes,beginner,subtopic_quiz,71.7,56.8,0,5,0,1,0
beginner,increase_income,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,18.6,16.4,1,1,1,0,1
intermediate,financial_planning,credit_and_debt,choose_credit,intermediate,subtopic_quiz,86.2,90.2,0,5,0,0,0
beginner,increase_income,investments,topic_final,advanced,topic_final_quiz,55.4,50.5,1,5,1,1,1
beginner,control_spending,credit_and_debt,interest_rate,intermediate,subtopic_quiz,51.1,45.1,2,2,0,1,1
basic,debt_management,budgeting,expense_accounting,beginner,subtopic_quiz,57.4,53.7,1,3,0,1,1
intermediate,control_spending,credit_and_debt,interest_rate,intermediate,subtopic_quiz,78.9,63.9,1,2,0,1,1
beginner,financial_planning,budgeting,topic_final,beginner,topic_final_quiz,43.4,45.1,2,5,1,1,1
basic,other,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,76.9,79.4,0,1,0,1,0
beginner,saving_money,credit_and_debt,interest_rate,intermediate,subtopic_quiz,30.1,56.2,1,2,0,0,1
basic,financial_planning,budgeting,topic_final,beginner,topic_final_quiz,73.4,75.8,0,5,1,1,0
intermediate,debt_management,financial_planning,financial_goals,intermediate,subtopic_quiz,85.3,82.7,0,1,1,0,0
intermediate,increase_income,credit_and_debt,choose_credit,intermediate,subtopic_quiz,59.4,58.3,0,5,0,0,1
intermediate,general_improvement,investments,topic_final,advanced,topic_final_quiz,72.6,95.1,0,5,0,1,0
intermediate,start_investing,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,75.6,77.2,0,3,0,1,0
beginner,control_spending,investments,risk_and_return,advanced,subtopic_quiz,48.8,64.2,0,2,0,0,1
basic,saving_money,investments,beginner_mistakes,advanced,subtopic_quiz,49.7,30.0,2,5,0,1,1
basic,increase_income,savings,topic_final,beginner,topic_final_quiz,75.9,94.2,1,5,1,1,0
beginner,saving_money,investments,beginner_mistakes,advanced,subtopic_quiz,46.4,62.3,2,5,0,0,1
beginner,start_investing,credit_and_debt,interest_rate,intermediate,subtopic_quiz,43.8,27.6,0,2,0,1,1
beginner,financial_planning,credit_and_debt,interest_rate,intermediate,subtopic_quiz,42.9,31.9,2,2,0,0,1
intermediate,start_investing,financial_planning,spending_priorities,intermediate,subtopic_quiz,88.0,100,1,3,0,1,0
beginner,saving_money,savings,emergency_fund,beginner,subtopic_quiz,53.5,45.5,2,2,1,1,1
beginner,increase_income,investments,topic_final,advanced,topic_final_quiz,17.8,0,1,5,1,1,1
intermediate,increase_income,credit_and_debt,choose_credit,intermediate,subtopic_quiz,67.5,66.7,0,5,1,1,0
beginner,debt_management,investments,beginner_mistakes,advanced,subtopic_quiz,41.7,47.7,3,5,1,1,1
beginner,start_investing,financial_planning,financial_goals,intermediate,subtopic_quiz,47.0,47.4,2,1,0,0,1
advanced,control_spending,financial_planning,financial_goals,intermediate,subtopic_quiz,72.2,79.7,0,1,1,1,0
beginner,understand_banking,investments,risk_and_return,advanced,subtopic_quiz,23.7,5.0,3,2,0,1,1
basic,start_investing,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,57.5,72.6,0,3,0,1,1
beginner,control_spending,credit_and_debt,topic_final,intermediate,topic_final_quiz,52.0,36.4,0,5,0,1,1
beginner,understand_banking,financial_planning,topic_final,intermediate,topic_final_quiz,49.9,61.5,0,5,1,1,1
beginner,increase_income,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,42.8,53.2,3,2,0,1,1
basic,start_investing,credit_and_debt,interest_rate,intermediate,subtopic_quiz,54.9,74.4,1,2,0,1,1
beginner,control_spending,savings,saving_mistakes,beginner,subtopic_quiz,53.3,48.7,0,5,0,1,1
basic,debt_management,investments,risk_and_return,advanced,subtopic_quiz,55.5,52.5,2,2,0,1,1
intermediate,other,budgeting,topic_final,beginner,topic_final_quiz,97.7,84.7,0,5,0,0,0
intermediate,understand_banking,investments,simple_instruments,advanced,subtopic_quiz,49.3,38.0,2,4,0,1,1
basic,financial_planning,financial_planning,topic_final,intermediate,topic_final_quiz,59.3,49.6,1,5,1,0,1
basic,understand_banking,budgeting,income_expenses,beginner,subtopic_quiz,57.1,48.3,1,1,0,0,1
basic,control_spending,investments,beginner_mistakes,advanced,subtopic_quiz,65.1,67.6,0,5,0,0,0
basic,understand_banking,financial_planning,spending_priorities,intermediate,subtopic_quiz,77.2,74.2,0,3,0,1,0
basic,control_spending,savings,topic_final,beginner,topic_final_quiz,45.8,46.3,2,5,0,1,1
basic,saving_money,savings,saving_mistakes,beginner,subtopic_quiz,72.8,79.9,0,5,1,1,0
beginner,general_improvement,financial_planning,progress_control,intermediate,subtopic_quiz,74.2,64.4,0,5,1,1,0
intermediate,other,credit_and_debt,topic_final,intermediate,topic_final_quiz,56.6,61.9,0,5,0,1,1
advanced,understand_banking,budgeting,income_expenses,beginner,subtopic_quiz,78.2,70.9,0,1,0,0,1
beginner,increase_income,investments,diversification,advanced,subtopic_quiz,37.3,60.3,1,3,1,0,1
basic,other,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,58.0,80.9,2,4,1,1,1
advanced,start_investing,investments,simple_instruments,advanced,subtopic_quiz,46.5,34.6,3,4,1,1,1
basic,increase_income,financial_planning,financial_goals,intermediate,subtopic_quiz,78.4,94.5,0,1,1,1,0
intermediate,increase_income,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,73.2,88.5,1,1,0,0,0
advanced,increase_income,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,98.2,100,0,2,1,1,0
beginner,financial_planning,savings,emergency_fund,beginner,subtopic_quiz,53.9,50.9,2,2,1,0,1
basic,other,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,76.3,64.0,1,4,0,1,1
beginner,financial_planning,credit_and_debt,choose_credit,intermediate,subtopic_quiz,77.4,90.4,0,5,0,1,0
intermediate,debt_management,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,95.2,100,0,4,0,1,0
intermediate,debt_management,budgeting,budget_analysis,beginner,subtopic_quiz,83.8,93.4,0,5,0,1,0
intermediate,control_spending,financial_planning,savings_plan,intermediate,subtopic_quiz,60.7,45.1,2,4,0,1,1
basic,understand_banking,credit_and_debt,choose_credit,intermediate,subtopic_quiz,40.9,58.6,2,5,1,1,1
basic,other,budgeting,topic_final,beginner,topic_final_quiz,56.0,63.3,0,5,0,0,1
intermediate,start_investing,savings,topic_final,beginner,topic_final_quiz,100,100,0,5,0,1,0
beginner,understand_banking,investments,diversification,advanced,subtopic_quiz,65.9,55.9,0,3,1,0,1
basic,start_investing,credit_and_debt,choose_credit,intermediate,subtopic_quiz,77.6,77.8,0,5,0,0,1
basic,saving_money,credit_and_debt,choose_credit,intermediate,subtopic_quiz,51.8,49.6,2,5,1,0,1
intermediate,other,financial_planning,spending_priorities,intermediate,subtopic_quiz,54.6,53.4,0,3,0,1,1
beginner,understand_banking,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,52.3,61.1,0,1,1,0,1
basic,saving_money,budgeting,topic_final,beginner,topic_final_quiz,49.9,49.9,0,5,0,0,1
intermediate,general_improvement,savings,topic_final,beginner,topic_final_quiz,56.3,74.4,2,5,1,1,1
beginner,start_investing,investments,beginner_mistakes,advanced,subtopic_quiz,27.3,12.2,1,5,1,1,1
basic,financial_planning,investments,diversification,advanced,subtopic_quiz,36.6,38.6,0,3,0,1,1
basic,start_investing,savings,interest_on_savings,beginner,subtopic_quiz,80.7,79.9,0,4,0,1,0
beginner,understand_banking,savings,saving_mistakes,beginner,subtopic_quiz,47.5,47.0,2,5,0,0,1
basic,increase_income,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,46.9,31.8,1,2,0,1,1
beginner,start_investing,savings,topic_final,beginner,topic_final_quiz,50.1,60.4,0,5,0,1,1
beginner,start_investing,savings,how_to_save,beginner,subtopic_quiz,60.7,65.7,0,3,0,1,1
intermediate,general_improvement,financial_planning,savings_plan,intermediate,subtopic_quiz,60.0,74.4,1,4,1,0,1
advanced,increase_income,financial_planning,topic_final,intermediate,topic_final_quiz,81.5,73.2,0,5,1,1,0
beginner,general_improvement,savings,interest_on_savings,beginner,subtopic_quiz,57.4,51.5,1,4,1,1,1
intermediate,other,credit_and_debt,topic_final,intermediate,topic_final_quiz,60.1,71.3,0,5,0,1,1
intermediate,control_spending,savings,emergency_fund,beginner,subtopic_quiz,87.5,73.8,1,2,1,1,0
beginner,saving_money,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,54.8,44.2,1,2,0,1,1
intermediate,other,budgeting,topic_final,beginner,topic_final_quiz,84.7,100,0,5,0,1,0
intermediate,control_spending,financial_planning,financial_goals,intermediate,subtopic_quiz,71.0,73.3,0,1,0,1,0
basic,other,investments,risk_and_return,advanced,subtopic_quiz,48.7,51.8,1,2,0,0,1
basic,start_investing,savings,how_to_save,beginner,subtopic_quiz,39.0,28.6,0,3,1,0,1
beginner,saving_money,credit_and_debt,interest_rate,intermediate,subtopic_quiz,33.6,22.6,1,2,0,1,1
beginner,other,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,45.3,66.3,0,3,0,0,1
beginner,understand_banking,budgeting,income_expenses,beginner,subtopic_quiz,35.0,33.0,2,1,0,0,1
basic,general_improvement,savings,why_save,beginner,subtopic_quiz,82.3,64.9,1,1,0,1,1
basic,saving_money,budgeting,expense_accounting,beginner,subtopic_quiz,77.2,75.8,0,3,0,1,0
basic,debt_management,savings,emergency_fund,beginner,subtopic_quiz,67.2,51.6,2,2,0,1,1
